Page URL,Image source path,Delivered URL,Filename,Alt text,Alt length,Element type,Loading,Dimensions,File size (KB),Format,In sitemap,In page schema,Source file,Under src/data/wp-export,Triage,Cluster,Srcset,Sizes,Display dimensions,Clean URL,Clean URL status,Image resolution error,L19 filename match,Export/camera code,Alt duplicate across different images,Served >2x display,C candidate,L19 failures
https://www.samanportable.com/,https://www.samanportable.com/hero-image/saman-portable-office-cabin-bangalore.webp,https://www.samanportable.com/hero-image/saman-portable-office-cabin-bangalore.webp,saman-portable-office-cabin-bangalore.webp,MISSING,0,schema-only,absent,1600x900,81.47,webp,no,yes — LocalBusiness,src/components/UnifiedSEO.tsx; src/config/seo.ts; src/lib/schema.ts; src/pages/index.tsx; src/pages/[slug].tsx [wp-export=no],no,B,sitewide,,,absent,https://www.samanportable.com/hero-image/saman-portable-office-cabin-bangalore.webp,200,,yes,no,no,no,no,alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/saman-logo.svg,/saman-logo.svg,saman-logo.svg,SAMAN Portable Logo,19,img,absent,250x125,11.55,svg+xml,no,"yes — LocalBusiness, Organization",src/data/wp-export/posts/porta-cabins-in-anekal.json; src/data/wp-export/posts/porta-cabins-in-domlur.json; src/data/wp-export/posts/porta-cabins-in-hebbal.json; src/data/wp-export/posts/porta-cabins-in-jigani.json; src/data/wp-export/posts/porta-cabins-in-kengeri.json [wp-export=yes],yes,B,sitewide,,,200x100,https://www.samanportable.com/saman-logo.svg,200,,no,no,no,no,no,filename-pattern; alt-length; not-in-image-sitemap
https://www.samanportable.com/,/hero-image/saman-portable-office-cabin-bangalore-clean.webp,/hero-image/saman-portable-office-cabin-bangalore-clean.webp,saman-portable-office-cabin-bangalore-clean.webp,Saman Portable Office Cabin in Bangalore - High Quality Site Office,67,img,absent,1600x900,79.21,webp,no,no,src/components/HeroSection.tsx [wp-export=no],no,A,sitewide,"/hero-image/saman-portable-office-cabin-bangalore-640.webp 640w, /hero-image/saman-portable-office-cabin-bangalore-640.webp 750w, /hero-image/saman-portable-office-cabin-bangalore-640.webp 828w, /hero-image/saman-portable-office-cabin-bangalore-640.webp 1080w, /hero-image/saman-portable-office-cabin-bangalore-clean.webp 1200w, /hero-image/saman-portable-office-cabin-bangalore-clean.webp 1920w",100vw,absent,https://www.samanportable.com/hero-image/saman-portable-office-cabin-bangalore-clean.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/homepage/cert-bg/cert-bg-zed-quality-inspection.webp,/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=1920&q=75,cert-bg-zed-quality-inspection.webp,Quality inspection of insulated panels at a SAMAN Portable factory,66,next/image,lazy,1000x563,28.1,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-zed-quality-inspection.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 25vw",absent,https://www.samanportable.com/homepage/cert-bg/cert-bg-zed-quality-inspection.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/credentials/optimized/zed-bronze.webp,/_next/image?url=%2Fcredentials%2Foptimized%2Fzed-bronze.webp&w=640&q=75,zed-bronze.webp,EMPTY,0,next/image,lazy,480x480,13.82,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fcredentials%2Foptimized%2Fzed-bronze.webp&w=256&q=75 1x, /_next/image?url=%2Fcredentials%2Foptimized%2Fzed-bronze.webp&w=640&q=75 2x",,200x200,https://www.samanportable.com/credentials/optimized/zed-bronze.webp,200,,no,no,no,yes,no,filename-pattern; alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cert-bg/cert-bg-msme-factory-floor.webp,/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=1920&q=75,cert-bg-msme-factory-floor.webp,Cabin fabrication line at a SAMAN Portable manufacturing facility,65,next/image,lazy,1000x563,56.36,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-msme-factory-floor.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 25vw",absent,https://www.samanportable.com/homepage/cert-bg/cert-bg-msme-factory-floor.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/credentials/optimized/msme-udyam.webp,/_next/image?url=%2Fcredentials%2Foptimized%2Fmsme-udyam.webp&w=640&q=75,msme-udyam.webp,EMPTY,0,next/image,lazy,480x480,16.71,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fcredentials%2Foptimized%2Fmsme-udyam.webp&w=256&q=75 1x, /_next/image?url=%2Fcredentials%2Foptimized%2Fmsme-udyam.webp&w=640&q=75 2x",,200x200,https://www.samanportable.com/credentials/optimized/msme-udyam.webp,200,,no,no,no,yes,no,filename-pattern; alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cert-bg/cert-bg-dpiit-design-studio.webp,/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=1920&q=75,cert-bg-dpiit-design-studio.webp,Modular building design and engineering at SAMAN Portable,57,next/image,lazy,1000x563,19.1,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-dpiit-design-studio.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 25vw",absent,https://www.samanportable.com/homepage/cert-bg/cert-bg-dpiit-design-studio.webp,200,,yes,no,no,no,no,alt-length; not-in-image-sitemap
https://www.samanportable.com/,/credentials/optimized/dpiit-startup.webp,/_next/image?url=%2Fcredentials%2Foptimized%2Fdpiit-startup.webp&w=640&q=75,dpiit-startup.webp,EMPTY,0,next/image,lazy,480x480,8.24,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fcredentials%2Foptimized%2Fdpiit-startup.webp&w=256&q=75 1x, /_next/image?url=%2Fcredentials%2Foptimized%2Fdpiit-startup.webp&w=640&q=75 2x",,200x200,https://www.samanportable.com/credentials/optimized/dpiit-startup.webp,200,,no,no,no,yes,no,filename-pattern; alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cert-bg/cert-bg-nsic-dispatch-yard.webp,/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=1920&q=75,cert-bg-nsic-dispatch-yard.webp,Finished portable cabins ready for dispatch at a SAMAN Portable yard,68,next/image,lazy,1000x563,49.63,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,C,sitewide,"/_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcert-bg%2Fcert-bg-nsic-dispatch-yard.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 25vw",absent,https://www.samanportable.com/homepage/cert-bg/cert-bg-nsic-dispatch-yard.webp,200,,yes,no,no,no,verified,not-in-image-sitemap; truth-defect
https://www.samanportable.com/,/credentials/optimized/nsic.webp,/_next/image?url=%2Fcredentials%2Foptimized%2Fnsic.webp&w=640&q=75,nsic.webp,EMPTY,0,next/image,lazy,480x480,8.73,webp,no,no,src/components/HomepageCertifications.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fcredentials%2Foptimized%2Fnsic.webp&w=256&q=75 1x, /_next/image?url=%2Fcredentials%2Foptimized%2Fnsic.webp&w=640&q=75 2x",,200x200,https://www.samanportable.com/credentials/optimized/nsic.webp,200,,no,no,no,yes,no,filename-pattern; alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/ms-corrugated-portable-cabin-site-office.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1920&q=75,ms-corrugated-portable-cabin-site-office.webp,New MS corrugated portable cabin site office with grilled windows and AC unit at an Indian construction site,108,next/image,lazy,800x800,30.42,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/ms-corrugated-portable-cabin-site-office.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/container-office-20ft-construction-site.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1920&q=75,container-office-20ft-construction-site.webp,New 20 ft container office with grilled windows and AC unit installed at an Indian project site,95,next/image,lazy,800x800,54.63,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,C,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/container-office-20ft-construction-site.webp,200,,yes,no,no,no,verified,not-in-image-sitemap; truth-defect
https://www.samanportable.com/,/homepage/cards/container-cafe-food-outlet-service-window.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1920&q=75,container-cafe-food-outlet-service-window.webp,"Modern container café with fold-up service window, counter and outdoor seating at golden hour",93,next/image,lazy,800x800,79.57,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/container-cafe-food-outlet-service-window.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/labour-colony-prefab-worker-accommodation.webp,/_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1920&q=75,labour-colony-prefab-worker-accommodation.webp,Rows of new prefab labour colony units with walkway and drainage at an Indian construction project,98,next/image,lazy,800x800,47.02,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,C,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/labour-colony-prefab-worker-accommodation.webp,200,,yes,no,no,no,verified,not-in-image-sitemap; truth-defect
https://www.samanportable.com/,/homepage/cards/headers/panels-header.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1920&q=75,panels-header.webp,Insulated sandwich panels manufactured at a SAMAN Portable factory,66,next/image,lazy,480x360,19.4,jpg,no,no,src/components/PopularSizes.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/headers/panels-header.webp,200,,no,no,yes,no,no,filename-pattern; alt-duplicate; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/panels-factory.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1920&q=75,panels-factory.webp,Insulated sandwich panels manufactured at a SAMAN Portable factory,66,next/image,lazy,800x480,51.33,jpg,no,no,src/components/PopularSizes.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/panels-factory.webp,200,,no,no,yes,no,no,filename-pattern; alt-duplicate; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/headers/panels-header.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1920&q=75,panels-header.webp,EMPTY,0,next/image,lazy,480x360,19.4,jpg,no,no,src/components/PopularSizes.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fheaders%2Fpanels-header.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/headers/panels-header.webp,200,,no,no,no,no,no,filename-pattern; alt-missing-or-empty; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/panels-factory.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1920&q=75,panels-factory.webp,Insulated sandwich panels manufactured at a SAMAN Portable factory,66,next/image,lazy,800x480,51.33,jpg,no,no,src/components/PopularSizes.tsx [wp-export=no],no,B,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fpanels-factory.webp&w=1920&q=75 1920w","(max-width: 1024px) 100vw, 500px",absent,https://www.samanportable.com/homepage/cards/panels-factory.webp,200,,no,no,yes,no,no,filename-pattern; alt-duplicate; not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/ms-corrugated-portable-cabin-site-office.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1920&q=75,ms-corrugated-portable-cabin-site-office.webp,New MS corrugated portable cabin site office with grilled windows and AC unit at an Indian construction site,108,next/image,lazy,800x800,30.42,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fms-corrugated-portable-cabin-site-office.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 33vw",800x800,https://www.samanportable.com/homepage/cards/ms-corrugated-portable-cabin-site-office.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/container-office-20ft-construction-site.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1920&q=75,container-office-20ft-construction-site.webp,New 20 ft container office with grilled windows and AC unit installed at an Indian project site,95,next/image,lazy,800x800,54.63,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,C,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-office-20ft-construction-site.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 33vw",800x800,https://www.samanportable.com/homepage/cards/container-office-20ft-construction-site.webp,200,,yes,no,no,no,verified,not-in-image-sitemap; truth-defect
https://www.samanportable.com/,/homepage/cards/security-guard-cabin-factory-gate.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=1920&q=75,security-guard-cabin-factory-gate.webp,Compact MS steel security guard cabin with grilled observation windows at a factory gate in India,97,next/image,lazy,800x800,57.42,webp,no,no,src/components/ServicesSection.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fsecurity-guard-cabin-factory-gate.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 33vw",800x800,https://www.samanportable.com/homepage/cards/security-guard-cabin-factory-gate.webp,200,,yes,no,no,no,no,not-in-image-sitemap
https://www.samanportable.com/,/homepage/cards/labour-colony-prefab-worker-accommodation.webp,/_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1920&q=75,labour-colony-prefab-worker-accommodation.webp,Rows of new prefab labour colony units with walkway and drainage at an Indian construction project,98,next/image,lazy,800x800,47.02,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,C,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Flabour-colony-prefab-worker-accommodation.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 33vw",800x800,https://www.samanportable.com/homepage/cards/labour-colony-prefab-worker-accommodation.webp,200,,yes,no,no,no,verified,not-in-image-sitemap; truth-defect
https://www.samanportable.com/,/homepage/cards/container-cafe-food-outlet-service-window.webp,/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1920&q=75,container-cafe-food-outlet-service-window.webp,"Modern container café with fold-up service window, counter and outdoor seating at golden hour",93,next/image,lazy,800x800,79.57,webp,no,no,src/components/PopularSizes.tsx; src/components/ServicesSection.tsx [wp-export=no],no,A,sitewide,"/_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=256&q=75 256w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=640&q=75 640w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=750&q=75 750w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=828&q=75 828w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1080&q=75 1080w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1200&q=75 1200w, /_next/image?url=%2Fhomepage%2Fcards%2Fcontainer-cafe-food-outlet-service-window.webp&w=1920&q=75 1920w","(max-width: 768px) 100vw, (max-width: 1024px) 50vw, 33vw",800x800,https://www.samanportable.com/homepage/cards/container-cafe-food-outlet-service-window.webp,200,,yes,no,no,no,no,not-in-image-sitemap
